"Order"	"PID"	"Parcel.ID"	"MS.SubClass"	"MS.Zoning"	"Lot.Frontage"	"Lot.Area"	"Street"	"Alley"	"Lot.Shape"	"Land.Contour"	"Utilities"	"Lot.Config"	"Land.Slope"	"Neighborhood"	"Condition.1"	"Condition.2"	"Bldg.Type"	"House.Style"	"Overall.Qual"	"Overall.Cond"	"Year.Built"	"Year.Remod.Add"	"Roof.Style"	"Roof.Matl"	"Exterior.1st"	"Exterior.2nd"	"Mas.Vnr.Type"	"Mas.Vnr.Area"	"Exter.Qual"	"Exter.Cond"	"Foundation"	"Bsmt.Qual"	"Bsmt.Cond"	"Bsmt.Exposure"	"BsmtFin.Type.1"	"BsmtFin.SF.1"	"BsmtFin.Type.2"	"BsmtFin.SF.2"	"Bsmt.Unf.SF"	"Total.Bsmt.SF"	"Heating"	"Heating.QC"	"Central.Air"	"Electrical"	"X1st.Flr.SF"	"X2nd.Flr.SF"	"Low.Qual.Fin.SF"	"Gr.Liv.Area"	"Bsmt.Full.Bath"	"Bsmt.Half.Bath"	"Full.Bath"	"Half.Bath"	"Bedroom.AbvGr"	"Kitchen.AbvGr"	"Kitchen.Qual"	"TotRms.AbvGrd"	"Functional"	"Fireplaces"	"Fireplace.Qu"	"Garage.Type"	"Garage.Yr.Blt"	"Garage.Finish"	"Garage.Cars"	"Garage.Area"	"Garage.Qual"	"Garage.Cond"	"Paved.Drive"	"Wood.Deck.SF"	"Open.Porch.SF"	"Enclosed.Porch"	"X3Ssn.Porch"	"Screen.Porch"	"Pool.Area"	"Pool.QC"	"Fence"	"Misc.Feature"	"Misc.Val"	"Mo.Sold"	"Yr.Sold"	"Sale.Type"	"Sale.Condition"	"SalePrice"
2146	907252020	907252020	60	"RL"	NA	9375	"Pave"	NA	"Reg"	"Lvl"	"AllPub"	"Inside"	"Gtl"	"CollgCr"	"Norm"	"Norm"	"1Fam"	"2Story"	8	5	2002	2002	"Gable"	"CompShg"	"VinylSd"	"VinylSd"	"BrkFace"	149	"Gd"	"TA"	"PConc"	"Gd"	"TA"	"No"	"Unf"	0	"Unf"	0	1284	1284	"GasA"	"Ex"	"Y"	"SBrkr"	1284	885	0	2169	0	0	2	1	3	1	"Gd"	7	"Typ"	1	"Gd"	"Attchd"	2002	"RFn"	2	647	"TA"	"TA"	"Y"	192	87	0	0	0	0	NA	NA	NA	0	8	2007	"WD "	"Normal"	228500
1706	528144050	528144050	60	"RL"	86	10562	"Pave"	NA	"Reg"	"Lvl"	"AllPub"	"Inside"	"Gtl"	"NridgHt"	"Norm"	"Norm"	"1Fam"	"2Story"	8	5	2007	2007	"Gable"	"CompShg"	"VinylSd"	"VinylSd"	"Stone"	300	"Gd"	"TA"	"PConc"	"Ex"	"TA"	"No"	"GLQ"	1288	"Unf"	0	294	1582	"GasA"	"Ex"	"Y"	"SBrkr"	1610	551	0	2161	1	0	1	1	3	1	"Ex"	8	"Typ"	1	"Gd"	"Attchd"	2007	"Fin"	3	789	"TA"	"TA"	"Y"	178	120	0	0	0	0	NA	NA	NA	0	11	2007	"New"	"Partial"	325624
2526	534127190	534127190	20	"RL"	NA	20781	"Pave"	NA	"IR2"	"Lvl"	"AllPub"	"CulDSac"	"Gtl"	"NWAmes"	"PosN"	"Norm"	"1Fam"	"1Story"	7	7	1968	2003	"Hip"	"CompShg"	"BrkFace"	"HdBoard"	"None"	0	"TA"	"TA"	"CBlock"	"TA"	"TA"	"No"	"BLQ"	297	"Rec"	68	1203	1568	"GasA"	"TA"	"Y"	"SBrkr"	2156	0	0	2156	0	0	2	0	3	1	"TA"	9	"Typ"	1	"Gd"	"Attchd"	1968	"RFn"	2	508	"Gd"	"TA"	"Y"	0	80	0	290	0	0	NA	NA	NA	0	6	2006	"WD "	"Normal"	262500
610	534402170	534402170	60	"RL"	NA	8970	"Pave"	NA	"IR1"	"Lvl"	"AllPub"	"Corner"	"Gtl"	"NAmes"	"Norm"	"Norm"	"1Fam"	"2Story"	5	6	1965	1965	"Gable"	"CompShg"	"MetalSd"	"MetalSd"	"None"	0	"TA"	"Gd"	"CBlock"	"TA"	"TA"	"No"	"ALQ"	388	"Unf"	0	356	744	"GasA"	"TA"	"Y"	"SBrkr"	825	1315	0	2140	0	0	2	1	4	1	"TA"	7	"Typ"	1	"TA"	"Attchd"	1965	"Fin"	2	549	"TA"	"TA"	"Y"	0	40	264	0	0	0	NA	"MnPrv"	NA	0	6	2009	"WD "	"Normal"	177500
2100	906378150	906378150	20	"RL"	93	10481	"Pave"	NA	"IR1"	"Lvl"	"AllPub"	"Inside"	"Gtl"	"CollgCr"	"Norm"	"Norm"	"1Fam"	"1Story"	8	5	2006	2007	"Hip"	"CompShg"	"CemntBd"	"CmentBd"	"None"	0	"Gd"	"TA"	"PConc"	"Gd"	"TA"	"Av"	"Unf"	0	"Unf"	0	2140	2140	"GasA"	"Ex"	"Y"	"SBrkr"	2140	0	0	2140	0	0	2	1	3	1	"Gd"	8	"Typ"	0	NA	"Attchd"	2006	"Fin"	3	894	"TA"	"TA"	"Y"	136	32	0	0	0	0	NA	NA	NA	0	6	2007	"New"	"Partial"	360000
748	903400220	903400220	75	"RL"	NA	11888	"Pave"	"Pave"	"IR1"	"Bnk"	"AllPub"	"Inside"	"Gtl"	"BrkSide"	"PosN"	"Norm"	"1Fam"	"2.5Unf"	6	6	1916	1994	"Gable"	"CompShg"	"Wd Sdng"	"Wd Shng"	"None"	0	"TA"	"TA"	"BrkTil"	"TA"	"TA"	"No"	"Unf"	0	"Unf"	0	844	844	"GasA"	"Gd"	"N"	"FuseA"	1445	689	0	2134	0	0	2	0	5	1	"Gd"	10	"Typ"	0	NA	"Detchd"	1930	"Unf"	2	441	"TA"	"TA"	"Y"	0	60	268	0	0	0	NA	NA	NA	0	7	2009	"WD "	"Normal"	214500
1690	528104010	528104010	20	"RL"	110	14333	"Pave"	NA	"Reg"	"Lvl"	"AllPub"	"Corner"	"Gtl"	"NridgHt"	"Norm"	"Norm"	"1Fam"	"1Story"	8	5	2007	2007	"Gable"	"CompShg"	"VinylSd"	"VinylSd"	"None"	0	"Gd"	"TA"	"PConc"	"Gd"	"TA"	"Gd"	"GLQ"	1518	"Unf"	0	590	2108	"GasA"	"Ex"	"Y"	"SBrkr"	2122	0	0	2122	1	0	2	1	2	1	"Gd"	7	"Typ"	1	"Ex"	"Attchd"	2007	"Fin"	3	938	"TA"	"TA"	"Y"	130	142	0	0	0	0	NA	NA	NA	0	11	2007	"New"	"Partial"	345474
1106	528363110	528363110	20	"RL"	91	10437	"Pave"	NA	"IR1"	"Lvl"	"AllPub"	"Inside"	"Gtl"	"NoRidge"	"Norm"	"Norm"	"1Fam"	"1Story"	8	6	1995	1995	"Hip"	"CompShg"	"MetalSd"	"MetalSd"	"BrkFace"	660	"Gd"	"Gd"	"PConc"	"Gd"	"TA"	"Gd"	"GLQ"	1696	"Unf"	0	413	2109	"GasA"	"Ex"	"Y"	"SBrkr"	2113	0	0	2113	1	0	2	1	2	1	"Gd"	7	"Typ"	1	"TA"	"Attchd"	1995	"Fin"	3	839	"TA"	"TA"	"Y"	236	46	0	0	0	0	NA	NA	NA	0	8	2008	"WD "	"Normal"	350000
2390	528120110	528120110	60	"RL"	80	10240	"Pave"	NA	"Reg"	"Lvl"	"AllPub"	"Inside"	"Gtl"	"NridgHt"	"Norm"	"Norm"	"1Fam"	"2Story"	8	5	2005	2005	"Gable"	"CompShg"	"VinylSd"	"VinylSd"	"BrkFace"	178	"Gd"	"TA"	"PConc"	"Gd"	"TA"	"Mn"	"Unf"	0	"Unf"	0	1030	1030	"GasA"	"Gd"	"Y"	"SBrkr"	1038	1060	0	2098	0	0	2	1	3	1	"Ex"	8	"Typ"	1	"Gd"	"Attchd"	2005	"RFn"	3	878	"TA"	"TA"	"Y"	192	52	0	0	0	0	NA	NA	NA	0	3	2006	"WD "	"Normal"	275500
2457	528429120	528429120	20	"RL"	49	20896	"Pave"	NA	"IR2"	"Lvl"	"AllPub"	"CulDSac"	"Gtl"	"Somerst"	"RRAn"	"Norm"	"1Fam"	"1Story"	8	5	2005	2006	"Gable"	"CompShg"	"VinylSd"	"VinylSd"	"None"	0	"Gd"	"TA"	"PConc"	"Ex"	"TA"	"Mn"	"GLQ"	1721	"Unf"	0	356	2077	"GasA"	"Ex"	"Y"	"SBrkr"	2097	0	0	2097	1	0	1	1	1	1	"Ex"	8	"Typ"	1	"Ex"	"Attchd"	2005	"Fin"	3	1134	"TA"	"TA"	"Y"	192	267	0	0	0	0	NA	NA	NA	0	1	2006	"New"	"Partial"	423000
2156	907285040	907285040	60	"RL"	80	10000	"Pave"	NA	"Reg"	"Lvl"	"AllPub"	"Inside"	"Gtl"	"CollgCr"	"Norm"	"Norm"	"1Fam"	"2Story"	8	5	1995	1996	"Gable"	"CompShg"	"VinylSd"	"VinylSd"	"BrkFace"	438	"Gd"	"TA"	"PConc"	"Gd"	"TA"	"No"	"GLQ"	1079	"Unf"	0	141	1220	"GasA"	"Ex"	"Y"	"SBrkr"	1220	870	0	2090	1	0	2	1	3	1	"Gd"	8	"Typ"	1	"TA"	"Attchd"	1995	"RFn"	2	556	"TA"	"TA"	"Y"	0	65	0	0	0	0	NA	NA	NA	0	12	2007	"WD "	"Normal"	240000
1870	534151180	534151180	60	"RL"	78	10530	"Pave"	NA	"Reg"	"Lvl"	"AllPub"	"Inside"	"Gtl"	"NWAmes"	"Norm"	"Norm"	"1Fam"	"2Story"	7	6	1993	1993	"Gable"	"CompShg"	"MetalSd"	"MetalSd"	"BrkFace"	194	"Gd"	"TA"	"PConc"	"Gd"	"TA"	"No"	"GLQ"	819	"Unf"	0	329	1148	"GasA"	"Ex"	"Y"	"SBrkr"	1091	984	0	2075	1	0	2	1	3	1	"Gd"	8	"Typ"	1	"Gd"	"Attchd"	1993	"Unf"	2	473	"TA"	"TA"	"Y"	235	86	0	0	0	0	NA	NA	NA	0	8	2007	"WD "	"Normal"	255000
780	905225090	905225090	80	"RL"	NA	15584	"Pave"	NA	"Reg"	"Lvl"	"AllPub"	"Inside"	"Gtl"	"ClearCr"	"Norm"	"Norm"	"1Fam"	"SLvl"	5	5	1956	1956	"Hip"	"CompShg"	"Wd Sdng"	"Wd Sdng"	"BrkFace"	366	"TA"	"TA"	"CBlock"	"TA"	"TA"	"Mn"	"Unf"	0	"Unf"	0	825	825	"GasA"	"Ex"	"Y"	"SBrkr"	2071	0	0	2071	0	1	1	1	4	1	"TA"	9	"Typ"	1	"TA"	"Attchd"	1956	"Unf"	1	336	"TA"	"TA"	"Y"	131	28	0	0	0	0	NA	NA	NA	0	10	2009	"WD "	"Normal"	165000
2319	527108030	527108030	60	"RL"	50	13128	"Pave"	NA	"IR1"	"HLS"	"AllPub"	"CulDSac"	"Gtl"	"Gilbert"	"Norm"	"Norm"	"1Fam"	"2Story"	8	5	2005	2005	"Gable"	"CompShg"	"VinylSd"	"VinylSd"	"BrkFace"	216	"Gd"	"TA"	"PConc"	"Gd"	"TA"	"No"	"Unf"	0	"Unf"	0	1074	1074	"GasA"	"Ex"	"Y"	"SBrkr"	1074	990	0	2064	0	0	2	1	4	1	"Gd"	7	"Typ"	1	"Gd"	"Attchd"	2005	"Fin"	2	527	"TA"	"TA"	"Y"	0	119	0	0	0	0	NA	NA	NA	0	1	2006	"WD "	"Normal"	250000
1852	533242090	533242090	60	"FV"	NA	8010	"Pave"	"Pave"	"IR1"	"Lvl"	"AllPub"	"Inside"	"Gtl"	"Somerst"	"Norm"	"Norm"	"1Fam"	"2Story"	8	5	2003	2004	"Hip"	"CompShg"	"CemntBd"	"CmentBd"	"None"	0	"Gd"	"TA"	"PConc"	"Ex"	"TA"	"No"	"GLQ"	964	"Unf"	0	90	1054	"GasA"	"Ex"	"Y"	"SBrkr"	1072	976	0	2048	1	0	2	1	3	1	"Gd"	8	"Typ"	2	"Gd"	"Detchd"	2003	"Unf"	2	552	"TA"	"TA"	"Y"	0	48	0	0	180	0	NA	NA	NA	0	8	2007	"WD "	"Normal"	301000
427	528108020	528108020	20	"RL"	98	12704	"Pave"	NA	"Reg"	"Lvl"	"AllPub"	"Inside"	"Gtl"	"NridgHt"	"Norm"	"Norm"	"1Fam"	"1Story"	8	5	2008	2009	"Hip"	"CompShg"	"VinylSd"	"VinylSd"	"BrkFace"	306	"Ex"	"TA"	"PConc"	"Ex"	"TA"	"No"	"Unf"	0	"Unf"	0	2042	2042	"GasA"	"Ex"	"Y"	"SBrkr"	2042	0	0	2042	0	0	2	1	3	1	"Ex"	8	"Typ"	1	"Gd"	"Attchd"	2009	"RFn"	3	1390	"TA"	"TA"	"Y"	0	90	0	0	0	0	NA	NA	NA	0	8	2009	"New"	"Partial"	253293
960	916382100	916382100	20	"RL"	113	13438	"Pave"	NA	"IR1"	"HLS"	"AllPub"	"Corner"	"Gtl"	"Timber"	"Norm"	"Norm"	"1Fam"	"1Story"	9	5	2008	2008	"Gable"	"CompShg"	"CemntBd"	"CmentBd"	"Stone"	246	"Ex"	"TA"	"CBlock"	"Ex"	"TA"	"Gd"	"GLQ"	1758	"Unf"	0	432	2190	"GasA"	"Ex"	"Y"	"SBrkr"	2036	0	0	2036	1	0	2	0	3	1	"Ex"	9	"Typ"	1	"Ex"	"Attchd"	2008	"Fin"	3	780	"TA"	"TA"	"Y"	90	154	0	0	0	0	NA	NA	NA	0	7	2009	"WD "	"Normal"	410000
1818	531477040	531477040	90	"RH"	60	8400	"Pave"	NA	"Reg"	"Lvl"	"AllPub"	"Inside"	"Gtl"	"SawyerW"	"Feedr"	"Norm"	"Duplex"	"1Story"	5	5	1977	1977	"Gable"	"CompShg"	"Plywood"	"Plywood"	"BrkFace"	320	"TA"	"TA"	"Slab"	NA	NA	NA	NA	0	NA	0	0	0	"GasA"	"TA"	"Y"	"SBrkr"	2020	0	0	2020	0	0	2	0	4	2	"TA"	10	"Typ"	2	"TA"	"Detchd"	1977	"Unf"	2	630	"TA"	"TA"	"Y"	0	0	0	0	0	0	NA	NA	NA	0	10	2007	"WD "	"Normal"	144000
2636	902100110	902100110	70	"RM"	62	9856	"Pave"	"Grvl"	"Reg"	"Lvl"	"AllPub"	"Corner"	"Gtl"	"OldTown"	"Norm"	"Norm"	"1Fam"	"2Story"	5	8	1900	2005	"Hip"	"CompShg"	"CemntBd"	"CmentBd"	"None"	0	"Gd"	"Gd"	"PConc"	"Fa"	"TA"	"No"	"Unf"	0	"Unf"	0	716	716	"GasA"	"Ex"	"Y"	"FuseA"	1007	1007	0	2014	0	0	2	0	5	1	"TA"	8	"Typ"	0	NA	"Detchd"	1900	"Unf"	2	624	"TA"	"TA"	"Y"	0	72	167	0	0	0	NA	NA	NA	0	6	2006	"WD "	"Normal"	169000
2217	909279080	909279080	50	"RL"	NA	11275	"Pave"	NA	"IR1"	"HLS"	"AllPub"	"Corner"	"Mod"	"Crawfor"	"Norm"	"Norm"	"1Fam"	"1.5Fin"	6	7	1932	1950	"Gable"	"CompShg"	"MetalSd"	"MetalSd"	"BrkFace"	480	"TA"	"TA"	"CBlock"	"TA"	"TA"	"Mn"	"Rec"	297	"LwQ"	557	0	854	"GasA"	"TA"	"Y"	"SBrkr"	1096	895	0	1991	0	0	1	1	3	1	"TA"	7	"Typ"	1	"Gd"	"Detchd"	1977	"Unf"	2	432	"TA"	"Fa"	"Y"	0	0	19	0	0	0	NA	NA	NA	0	3	2007	"WD "	"Normal"	220000
2790	907251100	907251100	60	"RL"	90	11367	"Pave"	NA	"Reg"	"Lvl"	"AllPub"	"Corner"	"Gtl"	"CollgCr"	"Norm"	"Norm"	"1Fam"	"2Story"	8	5	2002	2002	"Gable"	"CompShg"	"VinylSd"	"VinylSd"	"BrkFace"	210	"Gd"	"TA"	"PConc"	"Gd"	"TA"	"Mn"	"GLQ"	932	"Unf"	0	133	1065	"GasA"	"Ex"	"Y"	"SBrkr"	1091	898	0	1989	1	0	2	1	3	1	"Gd"	7	"Typ"	1	"Gd"	"Attchd"	2002	"Fin"	2	586	"TA"	"TA"	"Y"	199	60	0	0	0	0	NA	NA	NA	0	11	2006	"WD "	"Normal"	255000
969	921128050	921128050	20	"RL"	85	12633	"Pave"	NA	"IR1"	"HLS"	"AllPub"	"Inside"	"Gtl"	"Timber"	"Norm"	"Norm"	"1Fam"	"1Story"	9	5	2007	2007	"Hip"	"CompShg"	"CemntBd"	"CmentBd"	"Stone"	290	"Ex"	"TA"	"PConc"	"Ex"	"TA"	"Gd"	"GLQ"	1640	"Unf"	0	338	1978	"GasA"	"Ex"	"Y"	"SBrkr"	1978	0	0	1978	1	0	2	0	2	1	"Ex"	7	"Typ"	1	"Gd"	"Attchd"	2007	"Fin"	3	920	"TA"	"TA"	"Y"	308	52	0	0	0	0	NA	NA	NA	0	5	2009	"WD "	"Normal"	425000
1906	534475170	534475170	60	"RL"	100	9500	"Pave"	NA	"Reg"	"Lvl"	"AllPub"	"Corner"	"Gtl"	"NAmes"	"Artery"	"Norm"	"1Fam"	"2Story"	6	6	1964	1978	"Gable"	"CompShg"	"VinylSd"	"VinylSd"	"BrkCmn"	272	"TA"	"TA"	"CBlock"	"TA"	"TA"	"No"	"Rec"	442	"Unf"	0	374	816	"GasA"	"TA"	"Y"	"SBrkr"	1127	850	0	1977	0	1	1	1	4	1	"TA"	9	"Typ"	1	"TA"	"Attchd"	1964	"RFn"	2	540	"TA"	"TA"	"Y"	0	52	0	0	0	0	NA	"GdPrv"	NA	0	6	2007	"WD "	"Normal"	165000
2397	528144030	528144030	60	"RL"	86	11065	"Pave"	NA	"IR1"	"Lvl"	"AllPub"	"Inside"	"Gtl"	"NridgHt"	"Norm"	"Norm"	"1Fam"	"2Story"	8	5	2006	2006	"Gable"	"CompShg"	"VinylSd"	"VinylSd"	"Stone"	788	"Gd"	"TA"	"PConc"	"Gd"	"TA"	"Mn"	"Unf"	0	"Unf"	0	1085	1085	"GasA"	"Ex"	"Y"	"SBrkr"	1120	850	0	1970	0	0	2	1	3	1	"Ex"	8	"Typ"	1	"Gd"	"BuiltIn"	2006	"Fin"	3	753	"TA"	"TA"	"Y"	177	74	0	0	0	0	NA	NA	NA	0	10	2006	"New"	"Partial"	281000
2718	905108090	905108090	90	"RL"	NA	9662	"Pave"	NA	"IR1"	"Lvl"	"AllPub"	"Inside"	"Gtl"	"Sawyer"	"Norm"	"Norm"	"Duplex"	"1Story"	5	4	1977	1977	"Gable"	"CompShg"	"Plywood"	"Plywood"	"None"	0	"TA"	"TA"	"CBlock"	"Gd"	"TA"	"No"	"Unf"	0	"Unf"	0	1967	1967	"GasA"	"TA"	"Y"	"SBrkr"	1967	0	0	1967	0	0	2	0	6	2	"TA"	10	"Typ"	0	NA	"Attchd"	1977	"Fin"	2	580	"TA"	"TA"	"Y"	170	0	0	0	0	0	NA	NA	NA	0	8	2006	"WD "	"Normal"	156500
1031	527359070	527359070	60	"RL"	80	10480	"Pave"	NA	"Reg"	"Lvl"	"AllPub"	"Inside"	"Gtl"	"NWAmes"	"Norm"	"Norm"	"1Fam"	"2Story"	7	6	1976	1976	"Hip"	"CompShg"	"Plywood"	"Plywood"	"BrkFace"	660	"TA"	"TA"	"CBlock"	"TA"	"TA"	"No"	"ALQ"	403	"Unf"	0	400	803	"GasA"	"TA"	"Y"	"SBrkr"	1098	866	0	1964	0	0	2	1	4	1	"TA"	8	"Typ"	1	"Gd"	"Attchd"	1976	"RFn"	2	483	"TA"	"TA"	"Y"	0	69	0	0	0	0	NA	NA	NA	0	9	2008	"WD "	"Normal"	205000
950	914474070	914474070	60	"RL"	71	12209	"Pave"	NA	"IR1"	"Lvl"	"AllPub"	"CulDSac"	"Gtl"	"Mitchel"	"Norm"	"Norm"	"1Fam"	"2Story"	6	5	2001	2002	"Gable"	"CompShg"	"VinylSd"	"VinylSd"	"None"	0	"TA"	"TA"	"PConc"	"Ex"	"TA"	"No"	"ALQ"	690	"Unf"	0	114	804	"GasA"	"Ex"	"Y"	"SBrkr"	804	1157	0	1961	1	0	2	1	3	1	"Gd"	7	"Typ"	1	"TA"	"BuiltIn"	2001	"Fin"	2	560	"TA"	"TA"	"Y"	125	192	0	0	0	0	NA	NA	NA	0	6	2009	"WD "	"Normal"	215000
702	902109140	902109140	90	"RM"	60	7596	"Pave"	"Grvl"	"Reg"	"Lvl"	"AllPub"	"Inside"	"Gtl"	"OldTown"	"Artery"	"Norm"	"Duplex"	"2Story"	5	5	1952	1952	"Hip"	"CompShg"	"Wd Sdng"	"Wd Sdng"	"BrkFace"	360	"TA"	"TA"	"CBlock"	"TA"	"TA"	"No"	"Unf"	0	"Unf"	0	960	960	"GasA"	"Gd"	"Y"	"SBrkr"	960	1000	0	1960	0	0	2	0	4	2	"TA"	10	"Typ"	0	NA	"Detchd"	1952	"Unf"	2	400	"TA"	"TA"	"N"	0	0	0	0	0	0	NA	NA	NA	0	7	2009	"COD"	"Normal"	124500
2891	914476500	914476500	90	"RL"	82	11070	"Pave"	NA	"Reg"	"Lvl"	"AllPub"	"Inside"	"Gtl"	"Mitchel"	"Norm"	"Norm"	"Duplex"	"1Story"	7	5	1988	1989	"Gable"	"CompShg"	"VinylSd"	"VinylSd"	"BrkFace"	70	"TA"	"TA"	"CBlock"	"TA"	"TA"	"No"	"Unf"	0	"Unf"	0	1907	1907	"GasA"	"Gd"	"Y"	"SBrkr"	1959	0	0	1959	0	0	3	0	5	2	"TA"	9	"Typ"	0	NA	"2Types"	1989	"Unf"	3	766	"TA"	"TA"	"Y"	0	0	0	0	0	0	NA	NA	NA	0	7	2006	"WD "	"Family"	171000
1539	909425010	909425010	50	"RL"	NA	15660	"Pave"	NA	"IR1"	"Lvl"	"AllPub"	"Corner"	"Gtl"	"Crawfor"	"Norm"	"Norm"	"1Fam"	"1.5Fin"	7	9	1939	2006	"Gable"	"CompShg"	"VinylSd"	"VinylSd"	"BrkFace"	312	"Gd"	"Gd"	"CBlock"	"TA"	"TA"	"No"	"BLQ"	341	"Unf"	0	457	798	"GasA"	"Ex"	"Y"	"SBrkr"	1137	817	0	1954	0	1	1	1	3	1	"Gd"	8	"Typ"	2	"TA"	"Attchd"	1939	"Unf"	2	431	"TA"	"TA"	"Y"	0	119	150	0	0	0	NA	NA	NA	0	5	2008	"WD "	"Normal"	311500
1850	533241030	533241030	60	"FV"	66	7399	"Pave"	"Pave"	"IR1"	"Lvl"	"AllPub"	"Inside"	"Gtl"	"Somerst"	"Norm"	"Norm"	"1Fam"	"2Story"	7	5	1997	1998	"Hip"	"CompShg"	"VinylSd"	"VinylSd"	"BrkFace"	1600	"Gd"	"TA"	"PConc"	"Gd"	"TA"	"No"	"BLQ"	649	"Unf"	0	326	975	"GasA"	"Ex"	"Y"	"SBrkr"	975	975	0	1950	0	0	2	1	3	1	"Gd"	7	"Typ"	1	"TA"	"Detchd"	1997	"RFn"	2	576	"TA"	"TA"	"Y"	0	10	0	0	198	0	NA	NA	NA	0	6	2007	"WD "	"Normal"	239000
1753	528250070	528250070	60	"RL"	63	7875	"Pave"	NA	"Reg"	"Lvl"	"AllPub"	"Inside"	"Gtl"	"Gilbert"	"Norm"	"Norm"	"1Fam"	"2Story"	7	5	2003	2003	"Gable"	"CompShg"	"VinylSd"	"VinylSd"	"BrkFace"	16	"Gd"	"TA"	"PConc"	"Gd"	"TA"	"No"	"Unf"	0	"Unf"	0	847	847	"GasA"	"Ex"	"Y"	"SBrkr"	847	1101	0	1948	0	0	2	1	4	1	"Gd"	8	"Typ"	1	"Gd"	"BuiltIn"	2003	"Fin"	2	434	"TA"	"TA"	"Y"	0	48	0	0	0	0	NA	NA	NA	0	7	2007	"WD "	"Normal"	211000
2435	528240080	528240080	60	"RL"	106	11194	"Pave"	NA	"IR1"	"Lvl"	"AllPub"	"Corner"	"Gtl"	"Gilbert"	"Norm"	"Norm"	"1Fam"	"2Story"	8	5	2000	2000	"Gable"	"CompShg"	"VinylSd"	"VinylSd"	"BrkFace"	40	"Gd"	"TA"	"PConc"	"Gd"	"TA"	"No"	"Unf"	0	"Unf"	0	1406	1406	"GasA"	"Ex"	"Y"	"SBrkr"	1454	482	0	1936	0	0	2	1	3	1	"Gd"	7	"Typ"	1	"TA"	"Attchd"	2000	"RFn"	2	504	"TA"	"TA"	"Y"	188	124	0	0	0	0	NA	NA	NA	0	11	2006	"WD "	"Normal"	230500
385	527365030	527365030	60	"FV"	75	8004	"Pave"	NA	"IR1"	"Lvl"	"AllPub"	"Inside"	"Gtl"	"Somerst"	"RRAn"	"Norm"	"1Fam"	"2Story"	8	5	2009	2009	"Gable"	"CompShg"	"VinylSd"	"VinylSd"	"Stone"	110	"Gd"	"TA"	"PConc"	"Gd"	"TA"	"No"	"GLQ"	544	"Unf"	0	288	832	"GasA"	"Ex"	"Y"	"SBrkr"	832	1103	0	1935	1	0	2	1	3	1	"TA"	8	"Typ"	0	NA	"BuiltIn"	2009	"Fin"	2	552	"TA"	"TA"	"Y"	0	150	0	0	0	0	NA	NA	NA	0	12	2009	"New"	"Partial"	263435
2764	906420020	906420020	60	"RL"	80	10041	"Pave"	NA	"IR1"	"Lvl"	"AllPub"	"Inside"	"Gtl"	"SawyerW"	"Norm"	"Norm"	"1Fam"	"2Story"	8	5	1992	1992	"Gable"	"CompShg"	"HdBoard"	"HdBoard"	"None"	0	"Gd"	"TA"	"PConc"	"Gd"	"TA"	"Mn"	"GLQ"	789	"Unf"	0	119	908	"GasA"	"Ex"	"Y"	"SBrkr"	927	988	0	1915	1	0	2	1	3	1	"Gd"	8	"Typ"	1	"TA"	"Attchd"	1992	"Fin"	2	506	"TA"	"TA"	"Y"	120	150	0	0	0	0	NA	NA	NA	0	2	2006	"WD "	"Abnorml"	220000
2749	906223180	906223180	60	"RL"	80	9554	"Pave"	NA	"IR1"	"Lvl"	"AllPub"	"Inside"	"Gtl"	"SawyerW"	"Norm"	"Norm"	"1Fam"	"2Story"	8	5	1993	1994	"Gable"	"CompShg"	"VinylSd"	"VinylSd"	"BrkFace"	125	"Gd"	"TA"	"PConc"	"Gd"	"TA"	"No"	"GLQ"	380	"Unf"	0	397	777	"GasA"	"Ex"	"Y"	"SBrkr"	1065	846	0	1911	0	0	2	1	3	1	"Gd"	8	"Typ"	1	"TA"	"Attchd"	1993	"RFn"	2	471	"TA"	"TA"	"Y"	182	81	0	0	0	0	NA	NA	NA	0	9	2006	"WD "	"Normal"	215000
680	535451250	535451250	50	"RL"	60	7200	"Pave"	NA	"Reg"	"Lvl"	"AllPub"	"Inside"	"Gtl"	"NAmes"	"Norm"	"Norm"	"1Fam"	"1.5Fin"	5	4	1950	1982	"Gable"	"CompShg"	"VinylSd"	"Wd Sdng"	"None"	0	"TA"	"TA"	"CBlock"	"TA"	"TA"	"No"	"Rec"	180	"BLQ"	352	676	1208	"GasA"	"Gd"	"Y"	"FuseA"	1136	768	0	1904	1	0	1	1	3	1	"TA"	7	"Min1"	0	NA	"Attchd"	1950	"Unf"	1	240	"TA"	"TA"	"Y"	0	0	168	0	0	0	NA	"GdPrv"	NA	0	5	2009	"WD "	"Normal"	138000
1094	528280180	528280180	60	"RL"	71	8220	"Pave"	NA	"IR1"	"Lvl"	"AllPub"	"Inside"	"Gtl"	"Gilbert"	"Norm"	"Norm"	"1Fam"	"2Story"	7	5	2000	2001	"Gable"	"CompShg"	"VinylSd"	"VinylSd"	"BrkFace"	647	"Gd"	"TA"	"PConc"	"Gd"	"TA"	"Av"	"GLQ"	544	"Unf"	0	438	982	"GasA"	"Ex"	"Y"	"SBrkr"	1008	884	0	1892	0	0	2	1	3	1	"TA"	8	"Typ"	1	"TA"	"Attchd"	2000	"RFn"	2	431	"TA"	"TA"	"Y"	108	0	0	0	0	0	NA	NA	NA	0	7	2008	"WD "	"Normal"	226750
